pl_name,hostname,discoverymethod,is_transit,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_snum,sy_pnum
Kepler-413 b,Kepler-413,Transit,1,66.262,0.3553,4.347,67.0,3.2,0.1181,,,4700.0,0.7761,0.82,-0.2,4.5721,847.536,2,1
WASP-14 b,WASP-14,Transit,1,2.24375,0.037,15.46842,2809.6172,2.25,0.09,1872.0,1356.33,6475.0,1.4,1.62,0.0,4.07,161.997,3,1
HAT-P-2 b,HAT-P-2,Transit,1,5.6335158,0.06814,10.659759,2866.81223114,7.29,0.5172,1540.0,588.518,6380.0,1.39,1.33,0.18,4.16,127.774,1,2
HAT-P-42 b,HAT-P-42,Transit,1,4.641878,0.0575,14.348,331.801,0.61,0.0,1428.0,684.0973,5743.0,1.53,1.178,0.27,4.14,405.238,1,1
WASP-59 b,WASP-59,Transit,1,7.919585,0.0697,8.687,274.276,2.4,0.1,670.0,38.0328,4650.0,0.613,0.719,-0.15,4.72,115.936,1,1
HAT-P-39 b,HAT-P-39,Transit,1,3.54387,0.0509,17.609,190.372,0.19,0.0,1752.0,1915.6934,6430.0,1.625,1.404,0.19,4.16,697.004,2,1
alf Ari b,alf Ari,Radial Velocity,0,380.8,1.2,13.4,572.07,1.31,0.25,,,4553.0,13.9,1.5,-0.09,2.33,20.21019,1,1
KOI-55 b,KOI-55,Orbital Brightness Modulation,0,0.240104,0.006,0.759,0.44,5.53,,,,27730.0,0.203,0.496,-0.106,5.52,1231.02,1,2
GJ 536 b,GJ 536,Radial Velocity,0,8.70874,0.0668,2.41,6.37,2.5,0.0,451.0,9.9,3641.0,0.529,0.528,-0.08,4.713,10.4092,1,2
WTS-2 b,WTS-2,Transit,1,1.0187068,0.01855,15.277867,355.9696,0.54,0.0,2000.0,2544.6509,5000.0,0.752,0.82,0.2,4.6,1030.76834437,1,1
KELT-6 c,KELT-6,Radial Velocity,0,1276.0,2.39,13.0,1179.1493,2.95,0.21,,,6272.0,1.529,1.126,-0.27,4.12,240.726,1,2
KOI-55 c,KOI-55,Orbital Brightness Modulation,0,0.342887,0.0076,0.867,0.655,5.52,,,,27730.0,0.203,0.496,-0.106,5.52,1231.02,1,2
Ross 458 c,Ross 458,Imaging,0,,1100.0,14.01125,1906.98,3.81,,,,3965.42,0.562566,0.556419,,4.68312,11.5094,2,1
Kepler-38 b,Kepler-38,Transit,1,105.599,0.4632,4.3,122.0,,0.032,475.0,,5623.0,1.752,0.941,-0.11,3.926,1174.59,2,1
Kepler-30 d,Kepler-30,Transit,1,143.34394,0.5,8.8,23.1,0.19,0.022,308.0,1.962,5498.0,0.95,0.99,0.18,4.77,914.221,1,3
ROXs 42 B b,ROXs 42 B,Imaging,0,,157.0,12.5,2860.0,8.05,0.58,1975.0,,3433.0,1.33658,1.0,,,143.59,2,1
HD 27894 b,HD 27894,Radial Velocity,0,18.01939,0.125,14.1,196.73578393,0.386,0.047,,,4875.0,0.891767,0.81,0.3,4.22,43.8214,1,3
Kepler-50 c,Kepler-50,Transit,1,9.37647,0.087,2.17,8.2,9.249213,0.0,1125.0,388.444,6225.0,1.58,1.24,0.03,4.132,250.11,1,2
HD 233604 b,HD 233604,Radial Velocity,0,192.0,0.747,12.7,2089.644,5.61,0.05,,,4791.0,10.9,1.5,-0.36,2.55,847.058,1,1
WD 0806-661 b,WD 0806-661,Imaging,0,,2500.0,12.6,2542.627256,6.98,,340.0,,9552.0,,0.62,,,19.2444,1,1
Kepler-63 b,Kepler-63,Transit,1,9.4341505,0.08,6.11,120.0,3.0,0.45,791.0,100.371,5576.0,0.901,0.984,0.05,4.52,194.033,1,1
Kepler-77 b,Kepler-77,Transit,1,3.57878087,0.04501,10.761,136.661,0.603,0.0,1440.0,432.871,5520.0,0.99,0.95,0.2,4.42,639.411,1,1
HAT-P-44 c,HAT-P-44,Radial Velocity,0,872.2,1.752,13.0,1271.3,3.18,0.494,,,5295.0,0.949,0.942,0.33,4.46,347.85,1,2
HATS-5 b,HATS-5,Transit,1,4.763387,0.0542,10.223,75.323,0.39,0.019,1025.0,183.2395,5304.0,0.871,0.936,0.19,4.53,246.384,1,1
HD 10180 d,HD 10180,Radial Velocity,0,16.357,0.12859,,3295.88058059,,0.131,,,5911.0,1.109,1.06,0.08,4.39,38.9607,1,6
WTS-1 b,WTS-1,Transit,1,3.352057,0.047,16.7,1274.44,1.61,0.1,1500.0,,6250.0,1.15,1.2,-0.5,4.4,2346.01,1,1
HD 11506 d,HD 11506,Radial Velocity,0,26500.0,18.2,12.3,4068.2036096,12.0,0.29,,,6123.0,1.24,1.22,0.3,4.39,51.261,1,3
CoRoT-26 b,CoRoT-26,Transit,1,4.20474,0.0526,14.12,165.26,0.28,0.0,1600.0,,5590.0,1.79,1.09,0.01,3.99,1045.18,1,1
CoRoT-25 b,CoRoT-25,Transit,1,4.86069,0.0578,12.11,85.81,0.15,0.0,1330.0,,6040.0,1.19,1.09,-0.01,4.31,1103.48,1,1
Kepler-186 b,Kepler-186,Transit,1,3.8867907,0.0343,1.07,1.24,5.56,0.0,571.0,37.372,3788.0,0.472,0.478,-0.28,4.77,177.594,1,5
91 Aqr b,91 Aqr,Radial Velocity,0,181.4,0.7,13.1,1017.0,2.49,0.027,,,4665.0,11.0,1.4,-0.03,2.52,44.0304,3,1
GJ 163 b,GJ 163,Radial Velocity,0,8.63182,0.0607,3.25,10.6,1.7,0.073,,,3500.0,0.409738,0.4,0.1,4.81775,15.1285,1,3
Kepler-27 c,Kepler-27,Transit,1,31.3309,0.191,4.9,4385.87,,0.0,481.0,11.067,5400.0,0.59,0.65,0.41,5.4,1044.36,1,3
Kepler-27 b,Kepler-27,Transit,1,15.3348,0.118,4.0,2895.31,,0.0,610.0,28.681,5400.0,0.59,0.65,0.41,5.4,1044.36,1,3
HD 215497 c,HD 215497,Radial Velocity,0,566.0,1.31,13.0,111.23994245,0.278,0.47,,,5113.0,0.85,0.92,0.23,4.31,40.5468,1,2
BD-06 1339 b,BD-06 1339,Radial Velocity,0,3.8728,0.0428,,1523.03372634,,0.0,,,4324.0,0.686355,0.7,-0.14,4.74,20.2695,1,2
Kepler-186 d,Kepler-186,Transit,1,13.342996,0.0781,1.4,2.54,5.09,0.0,379.0,7.204,3788.0,0.472,0.478,-0.28,4.77,177.594,1,5
Kepler-11 d,Kepler-11,Transit,1,22.6845,0.155,3.12,7.3,1.28,0.004,653.0,51.115,5663.0,1.065,0.961,0.05,4.366,646.346,1,6
Kepler-11 b,Kepler-11,Transit,1,10.3039,0.091,1.8,1.9,1.72,0.045,849.0,146.36,5663.0,1.065,0.961,0.05,4.366,646.346,1,6
Kepler-31 c,Kepler-31,Transit,1,42.6318,0.26,5.3,1493.7,0.73,0.0,615.0,35.254,6340.0,1.22,1.21,-0.076,4.696,1664.64,1,3
Kepler-32 c,Kepler-32,Transit,1,8.7522,0.09,2.0,158.9,0.33,0.0,451.0,10.68,3900.0,0.53,0.58,0.0,4.64,323.847,1,5
Kepler-1735 b,Kepler-1735,Transit,1,7.71792984,0.0621,1.19429134,1.84,5.94,0.0,502.0,15.01,3975.0,0.509,0.535,-0.34,4.753,245.303,1,1
HD 66141 b,HD 66141,Radial Velocity,0,480.5,1.2,12.8,1906.9,5.0,0.07,,,4323.0,21.4,1.1,-0.323,1.78,68.1509,1,1
HD 208527 b,HD 208527,Radial Velocity,0,875.5,2.1,12.5,3146.4,8.85,0.08,,,4035.0,51.1,1.6,-0.09,1.4,312.202,1,1
MOA-bin-1L b,MOA-bin-1L,Microlensing,0,,8.3,13.0,1200.0,3.0,,,,,,0.75,,,5100.0,1,1
GU Psc b,GU Psc,Imaging,0,,2000.0,14.179,3591.3,6.92,,1050.0,,4031.81,0.450458,0.325,0.1,4.78111,47.5501,1,1
GJ 163 c,GJ 163,Radial Velocity,0,25.63058,0.1254,2.5,6.8,2.39,0.099,,,3500.0,0.409738,0.4,0.1,4.81775,15.1285,1,3
GJ 163 d,GJ 163,Radial Velocity,0,603.95116,1.0304,5.92,29.4,0.779,0.373,,,3500.0,0.409738,0.4,0.1,4.81775,15.1285,1,3
Kepler-32 d,Kepler-32,Transit,1,22.7802,0.13,2.7,39.9089,0.52,0.0,328.0,3.631,3900.0,0.53,0.58,0.0,4.64,323.847,1,5
Kepler-31 d,Kepler-31,Transit,1,87.6451,0.4,3.9,2161.244,0.077,0.0,484.0,11.8,6340.0,1.22,1.21,-0.076,4.696,1664.64,1,3
HAT-P-45 b,HAT-P-45,Transit,1,3.128992,0.0452,15.984,283.492,0.38,0.049,1652.0,1052.239,6330.0,1.319,1.259,0.07,4.3,298.64,1,1
HAT-P-44 b,HAT-P-44,Transit,1,4.301219,0.0507,13.922,111.871,0.23,0.044,1108.0,185.119,5295.0,0.949,0.942,0.33,4.46,347.85,1,2
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,Microlensing,0,,1.21,12.4,3500.0,10.1,,,,,,0.16,,,2800.0,1,1
HAT-P-27 b,HAT-P-27,Transit,1,3.039577,0.04,11.43,197.05,0.76,0.0,1091.99,336.0384,5316.0,0.864673,0.916,0.3,4.52626,199.173,2,1
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,Astrometry,0,246.36,0.36,11.9,9057.77,29.5,0.345,,,,,0.075,,,20.77,1,1
HIP 63242 b,HIP 63242,Radial Velocity,0,124.6,0.565,12.5,2917.56,8.21,0.23,,,4830.0,10.275655,1.54,-0.31,2.53,156.456,1,1
Kepler-31 b,Kepler-31,Transit,1,20.8613,0.16,5.5,36.7418,0.78,0.0,781.0,91.474,6340.0,1.22,1.21,-0.076,4.696,1664.64,1,3
Kepler-32 f,Kepler-32,Transit,1,0.74296,0.013,0.82,969.228,1.5,0.0,1026.0,349.645,3900.0,0.53,0.58,0.0,4.64,323.847,1,5
HD 66428 c,HD 66428,Radial Velocity,0,10478.84437,9.408,13.5,560.64930995,1.25,0.207,,,5716.0,1.13,1.01,0.23,4.33,53.2817,1,2
Kepler-424 c,Kepler-424,Radial Velocity,0,223.3,0.73,12.7,2215.18,5.94,,,,5460.0,0.94,1.01,0.44,4.5,698.646,1,2
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,Microlensing,0,,2.86,4.19,16.35,1.22,,,,,,0.72,,,5490.0,1,1
HD 190984 b,HD 190984,Radial Velocity,0,4885.0,5.5,13.0,1137.82569706,2.85,0.57,,,5988.0,1.53,0.91,-0.48,4.02,148.187,1,1
Kepler-134 c,Kepler-134,Transit,1,10.105785,0.092,1.26,2.13,5.85,0.0,892.0,128.086,5983.0,1.176,0.956,-0.2067,4.31,334.797,1,2
Kepler-210 b,Kepler-210,Transit,1,2.453234,0.032,2.94,8.96,1.94,0.0,737.0,122.139,4559.0,0.65,0.77,0.2772,4.663,232.75,1,2
Kepler-422 b,Kepler-422,Transit,1,7.8914483,0.082,12.89,136.66,0.38,0.0,1028.0,264.983,5972.0,1.24,1.15,0.23,4.31,722.795,1,1
Kepler-426 b,Kepler-426,Transit,1,3.21751883,0.0414,12.22,108.06,0.26,0.18,1300.0,410.723,5725.0,0.92,0.91,-0.21,4.471,843.695,1,1
Kepler-16 b,Kepler-16,Transit,1,228.776,0.7048,8.4493,105.833,0.964,0.0069,,,4450.0,0.6489,0.6897,-0.3,4.6527,75.0852,2,1
KOI-94 d,KOI-94,Transit,1,22.342989,0.1684,11.27,106.0,0.363,0.022,806.0,97.12,6182.0,1.52,1.277,0.0228,4.181,477.052,2,4
KOI-94 b,KOI-94,Transit,1,3.743208,0.05119,1.71,10.5,10.1,0.25,1486.0,1053.181,6182.0,1.52,1.277,0.0228,4.181,477.052,2,4
Kepler-35 b,Kepler-35,Transit,1,131.458,0.60347,8.16,40.363,0.41,0.042,,,5606.0,1.0284,0.8877,-0.34,4.3623,1819.17,2,1
HD 103774 b,HD 103774,Radial Velocity,0,5.8881,0.07,13.3,116.0,0.271,0.09,,,6489.0,1.581047,1.335,0.28,4.26,56.4089,2,1
HD 109271 b,HD 109271,Radial Velocity,0,7.8543,0.079,4.31,17.162,1.18,0.25,,,5783.0,1.294595,1.047,0.1,4.28,55.8716,1,2
Kepler-415 c,Kepler-415,Transit Timing Variations,0,8.708,0.0695,2.01,4.7,3.18,0.0,543.0,26.237,4362.0,0.643,0.67,0.01,4.62,530.487,1,2
HD 50554 b,HD 50554,Radial Velocity,0,1293.0,2.353,12.8,1859.29618095,4.87,0.501,,,5987.0,1.02,1.04,-0.04,4.333282,31.1664,1,1
Kepler-428 b,Kepler-428,Transit,1,3.52563254,0.0433,12.11,403.63,1.02,0.22,1070.0,195.088,5150.0,0.8,0.87,0.09,4.571,686.284,1,1
Kepler-425 b,Kepler-425,Transit,1,3.79701816,0.0464,10.962,79.45,0.27,0.33,1070.0,229.036,5170.0,0.86,0.93,0.24,4.535,646.647,1,1
WASP-70 A b,WASP-70 A,Transit,1,3.7130203,0.04853,13.047,187.512,0.499,0.0,1387.0,649.1548,5763.0,1.215,1.106,-0.006,4.314,222.355,2,1
KOI-94 e,KOI-94,Transit,1,54.32031,0.3046,6.56,35.0,0.6,0.019,584.0,29.7,6182.0,1.52,1.277,0.0228,4.181,477.052,2,4
Kepler-396 c,Kepler-396,Transit,1,88.505,0.38946,5.3,17.9,0.661,0.0,390.0,5.244,5656.0,1.06,0.85,0.1558,4.32,223.757,1,2
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,Microlensing,0,,2.0,13.6,480.0,1.05,,,,5950.0,,0.67,,,2300.0,1,1
HD 183263 b,HD 183263,Radial Velocity,0,624.87404,1.46,13.1,1103.1824007,2.7,0.383,,,5948.0,1.23,1.06,0.2776,4.37,54.1955,1,2
HD 166724 b,HD 166724,Radial Velocity,0,5144.0,5.42,13.0,1207.7479466,3.02,0.734,,,5127.0,0.797485,0.81,-0.09,4.43,45.1342,1,1
Kepler-122 f,Kepler-122,Transit Timing Variations,0,56.268,0.28575,1.75,36.0,36.9,0.0,543.0,21.524,5917.0,0.949,1.03,-0.08,4.35,1027.45,1,5
Kepler-96 b,Kepler-96,Transit,1,16.2385,0.1261,2.67,8.46,2.26,0.0,711.0,57.524,5690.0,1.02,1.0,0.04,4.421,122.881,1,1
KOI-13 b,KOI-13,Transit,1,1.763588,0.03641,16.948008,2949.4624,3.6,0.00064,2550.0,25339.901,7650.0,1.74,1.72,0.2,4.2,519.096,3,1
Kepler-17 b,Kepler-17,Transit,1,1.4857108,0.02591,14.68,778.65,1.35,0.011,1570.0,1481.766,5781.0,1.01034,1.04,0.26,4.44616,720.753,1,1
TOI-7510 d,TOI-7510,Transit,1,48.864468,0.2672,10.52,190.0,0.89,0.04,542.4,20.6036,5720.0,1.035,1.063,0.25,4.439,249.006,1,3
CoRoT-23 b,CoRoT-23,Transit,1,3.6313,0.048,11.77,889.9,3.0,0.16,1660.0,,5900.0,1.61,1.14,0.05,4.3,1060.97,1,1
BD+20 274 b,BD+20 274,Radial Velocity,0,578.2,1.3,13.0,1334.886,3.34,0.21,,,4296.0,17.3,0.8,-0.46,1.99,1322.51,1,1
HD 219415 b,HD 219415,Radial Velocity,0,2093.3,3.2,13.8,317.83,0.665,0.4,,,4820.0,2.9,1.0,-0.04,3.51,165.184,1,1
HD 150706 b,HD 150706,Radial Velocity,0,5894.0,6.7,13.3,772.32302901,1.8,0.38,,,5961.0,0.96,1.17,-0.01,4.5,28.2697,1,1
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,Microlensing,0,,2.72,14.2,170.0,0.326,,,,,,0.26,,,2570.0,1,1
Kepler-414 c,Kepler-414,Transit Timing Variations,0,7.171,0.07195,3.01,29.9,6.02,0.0,890.0,137.086,5536.0,0.946,0.89,0.18,4.47,413.46,1,2
HD 3167 e,HD 3167,Radial Velocity,0,96.63,0.3885,2.83,8.41,2.04,0.15,374.8,,5261.0,0.88,0.837,0.04,4.53,47.2899,1,4
Kepler-42 c,Kepler-42,Transit,1,0.45328509,0.006,0.73,60.337,98.0,0.0,720.0,82.125,3068.0,0.17,0.13,-0.33,5.11,40.0595,1,3
Kepler-33 c,Kepler-33,Transit,1,13.17562,0.1189,3.2,0.39,0.13,0.0,1009.0,241.759,5904.0,1.82,1.291,0.025,4.027,1209.16,1,5
Kepler-641 b,Kepler-641,Transit,1,9.48961571,0.0895,1.85,4.08,3.54,0.0,926.0,311.788,5713.0,1.13,1.02,0.15,4.33,969.918,1,1
Kepler-410 A b,Kepler-410 A,Transit,1,17.833648,0.1226,2.838,8.44,2.03,0.17,866.0,159.5,6273.0,1.352,1.214,0.01,4.261,147.527,2,1
Kepler-314 c,Kepler-314,Transit,1,5.960392,0.064,2.9,8.75,1.97,0.0,890.0,149.977,5378.0,0.95,0.99,0.322,4.465,268.881,1,2
HD 168863 b,HD 168863,Radial Velocity,0,14773.93272,10.961,12.7,2154.87659946,5.78,0.187,,,4905.0,0.777826,0.8,0.16,4.55939,39.8979,1,1
Kepler-415 b,Kepler-415,Transit Timing Variations,0,4.176,0.0426,1.21,119.9,372.0,0.0,694.0,69.834,4362.0,0.643,0.67,0.01,4.62,530.487,1,2
Kepler-338 e,Kepler-338,Transit Timing Variations,0,9.341,0.08979,1.56,8.5,12.3,0.05,1143.0,428.524,5999.0,1.735,1.14,-0.029,4.02,552.798,1,4
Kepler-33 e,Kepler-33,Transit,1,31.7844,0.2138,4.02,5.57,0.8,0.0,752.0,74.72,5904.0,1.82,1.291,0.025,4.027,1209.16,1,5
Kepler-33 b,Kepler-33,Transit,1,5.66793,0.0677,1.74,3.68,3.84,0.0,1336.0,744.011,5904.0,1.82,1.291,0.025,4.027,1209.16,1,5
Kepler-46 c,Kepler-46,Transit Timing Variations,0,57.011,0.2799,13.5,119.499,0.267,0.0146,455.0,,5155.0,0.938,0.902,0.41,4.447,777.06,1,3
Kepler-318 b,Kepler-318,Transit,1,4.662715,0.056,4.71,19.9,1.05,0.0,1039.0,333.149,5746.0,1.189,1.073,0.332,4.325,489.141,1,2
Kepler-314 b,Kepler-314,Transit,1,2.461069,0.035,0.83,0.498,4.79,0.0,1195.0,488.674,5378.0,0.95,0.99,0.322,4.465,268.881,1,2
Kepler-46 b,Kepler-46,Transit,1,33.60134,0.1968,9.057,1907.0,14.0,0.01,543.0,10.9,5155.0,0.938,0.902,0.41,4.447,777.06,1,3
USco CTIO 108 b,USco CTIO 108,Imaging,0,,670.0,12.3,4449.62,13.1,,,,2700.0,0.345365,0.06,,4.87851,144.019,1,1
Kepler-130 c,Kepler-130,Transit,1,27.50868,0.178,2.9,8.75,1.97,0.0,683.0,46.011,5879.0,1.17,1.0,0.02,4.29,316.663,2,3
Kepler-418 b,Kepler-418,Transit,1,86.67856,0.39249,13.45,349.6112477,,0.2,434.0,8.877,5820.0,1.09,0.98,-0.05,4.35,1002.53,1,2
Kepler-33 f,Kepler-33,Transit,1,41.02902,0.2535,4.46,9.6,0.9,0.0,691.0,53.183,5904.0,1.82,1.291,0.025,4.027,1209.16,1,5
Kepler-33 d,Kepler-33,Transit,1,21.77596,0.1662,5.35,3.91,0.25,0.0,853.0,123.691,5904.0,1.82,1.291,0.025,4.027,1209.16,1,5
HD 155358 c,HD 155358,Radial Velocity,0,391.9,1.02,13.9,261.0,0.534,0.16,,,5900.0,1.38,0.92,-0.51,4.16,43.6197,1,2
Kepler-52 b,Kepler-52,Transit,1,7.8773565,0.0637,2.1,135.0,3.35,0.0,553.0,22.72,4075.0,0.52,0.54,0.0,4.74,321.542,1,3
Kepler-58 b,Kepler-58,Transit,1,10.2184954,0.09291,2.78,35.5,10.1,0.04,920.0,112.992,5843.0,1.03,0.95,0.1,4.39,969.252,1,4
HD 183263 c,HD 183263,Radial Velocity,0,4667.97841,5.585,12.5,2958.98246917,8.32,0.051,,,5948.0,1.23,1.06,0.2776,4.37,54.1955,1,2
HD 187123 b,HD 187123,Radial Velocity,0,3.0965828,0.0426,14.2,166.218,0.319,0.0103,,,5790.0,1.15043,1.04,0.09,4.33338,45.9548,1,2
V0391 Peg b,V0391 Peg,Pulsation Timing Variations,0,1170.0,1.7,13.1,1017.056,2.49,0.0,,,29300.0,0.23,0.5,,5.4,1195.98,1,1
Kepler-62 e,Kepler-62,Transit,1,122.3874,0.427,1.61,36.0,,0.0,270.0,1.352,4925.0,0.64,0.69,-0.37,4.68,300.874,1,5
HD 197037 b,HD 197037,Radial Velocity,0,1035.7,2.07,13.9,251.0,0.514,0.22,,,6150.0,1.105,1.11,-0.2,4.4,33.1944,2,1
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,Imaging,0,10037.5,2.6,12.4,3337.1,9.62,,370.0,,580.5,,0.021,,4.725,23.1,1,1
Kepler-269 b,Kepler-269,Transit,1,5.326718,0.061,2.47,6.66,2.43,0.0,1007.0,604.9,5847.0,0.959,0.92,0.4,4.5,2257.32,1,2
Kepler-300 c,Kepler-300,Transit,1,40.714955,0.232,2.25,5.69,2.74,0.0,516.0,43.248,5986.0,0.9,1.07,0.04,4.532,1098.45,1,2
Kepler-149 d,Kepler-149,Transit,1,160.018032,0.571,3.96,14.9,1.32,0.0,306.0,2.446,5381.0,0.953,1.013,0.3805,4.465,571.034,1,3
Kepler-124 d,Kepler-124,Transit,1,30.950851,0.17,1.11,1.41,5.67,0.0,428.0,10.499,4984.0,0.636,0.706,-0.46,4.669,420.046,1,3
Kepler-276 d,Kepler-276,Transit,1,48.648,0.24666,2.8,16.3,0.76,0.0,489.0,11.274,5693.0,1.03,1.1,-0.29,4.46,1144.86,1,3
Kepler-114 c,Kepler-114,Transit,1,8.041,0.06482,1.6,2.8,1.18,0.0,507.0,51.623,4660.0,0.54,0.56,0.2291,4.72,259.533,1,3
Kepler-297 b,Kepler-297,Transit,1,38.871826,0.217,2.87,48.5,11.3,0.0,509.0,16.464,5619.0,0.915,0.927,-0.11,4.468,692.14,1,3
WASP-83 b,WASP-83,Transit,1,4.971252,0.059,11.65736,95.349,0.35,0.0,1120.0,238.875,5510.0,1.05,1.11,0.29,4.44,271.103,1,1
WASP-89 b,WASP-89,Transit,1,3.3564227,0.0427,11.65736,1875.197,7.0,0.193,1120.0,278.8533,5130.0,0.88,0.92,0.15,4.515,290.946,1,1
Kepler-402 c,Kepler-402,Transit,1,6.124821,0.068,1.56,3.05,4.41,0.0,1140.0,353.973,6090.0,1.264,1.072,-0.08,4.278,625.339,1,4
Kepler-157 b,Kepler-157,Transit,1,1.732342,0.028,1.32,2.3,5.5,0.0,1546.0,1572.309,5774.0,1.044,0.95,-0.0593,4.389,773.713,1,3
HATS-6 b,HATS-6,Transit,1,3.3252725,0.03623,11.186582,101.38777,0.399,0.0,712.8,47.3315,3724.0,0.57,0.574,0.2,4.683,169.318,1,1
Kepler-450 c,Kepler-450,Transit,1,15.413135,0.13351,2.62,12.5,8.8,0.02,944.0,213.731,6197.21,1.64162,1.19,0.1278,4.08307,455.982,1,3
Kepler-81 c,Kepler-81,Transit,1,12.04,0.08347,2.37,4.3,1.77,0.0,502.0,15.62,4385.0,0.59,0.64,-0.18,4.7,348.291,1,3
Kepler-412 b,Kepler-412,Transit,1,1.7208604,0.02897,15.031269,299.07803,0.52,0.0038,1850.0,2144.307,5750.0,1.287,1.167,0.27,4.3,1086.24,1,1
Kepler-92 b,Kepler-92,Transit,1,13.749,0.12232,3.51,64.3,2.098071,0.17,975.0,257.776,5883.0,1.7,1.21,0.1381,4.05,477.992,1,3
Kepler-288 c,Kepler-288,Transit,1,19.305772,0.14,2.85,8.5,2.02,0.0,815.0,53.148,5918.0,1.091,0.842,-0.24,4.353,1194.15,1,3
Kepler-295 b,Kepler-295,Transit,1,12.645164,0.099,1.22,1.98,5.99,0.0,741.0,287.5,5603.0,0.898,0.89,-0.03,4.444,1699.19,1,3
Kepler-178 d,Kepler-178,Transit,1,96.678988,0.397,3.95,14.8,1.32,0.0,392.0,3.874,5676.0,1.066,0.852,-0.04,4.334,716.025,1,3
Kepler-44 b,Kepler-44,Transit,1,3.2467293,0.0446,12.22,317.82,0.93,0.066,1544.0,1109.223,5800.0,1.35,1.12,0.15,4.22,1188.0,1,1
Kepler-41 b,Kepler-41,Transit,1,1.8555582,0.03101,14.46,177.98,0.33,0.0,1790.0,2036.749,5750.0,1.29,1.15,0.38,4.278,1093.08,1,1
Kepler-450 d,Kepler-450,Transit,1,7.51464,0.0827,0.837,17.6,77.0,0.14,1199.0,557.205,6197.21,1.64162,1.19,0.1278,4.08307,455.982,1,3
POTS-1 b,POTS-1,Transit,1,3.1606296,0.03734,10.548,734.16,3.44,,,,4400.0,0.588,0.695,-0.03,4.63,747.959,1,1
Kepler-350 d,Kepler-350,Transit,1,26.136,0.1786,2.8,14.9,2.69,0.0,782.0,83.237,6492.3,1.25,1.0,0.041,4.24,956.859,1,3
Kepler-238 f,Kepler-238,Transit,1,50.447,0.28635,2.0,13.5,1.7,0.0,568.0,35.869,5800.0,0.96,1.06,0.34,4.49,1798.75,1,5
Kepler-287 c,Kepler-287,Transit,1,44.851896,0.246,3.26,66.0,15.4,0.0,513.0,12.457,5806.0,1.032,0.963,0.117,4.402,835.86,1,2
Kepler-285 b,Kepler-285,Transit,1,2.633867,0.036,1.34,2.36,5.39,0.0,1131.0,428.407,5411.0,0.808,0.915,0.17,4.584,824.31,1,2
Kepler-181 b,Kepler-181,Transit,1,3.137873,0.04,1.27,2.15,5.77,0.0,1041.0,255.584,5333.0,0.749,0.81,-0.04,4.619,609.283,1,2
Kepler-1398 c,Kepler-1398,Transit,1,4.13827595,0.05087,1.03,1.08,5.43,0.0,1324.0,738.183,6126.0,1.18,1.13,0.01,4.34,852.204,1,2
RR Cae b,RR Cae,Eclipse Timing Variations,0,4343.5,5.3,13.0,1334.886,3.34,0.0,,,3904.0,0.193119,0.44,,5.07662,21.1916,2,1
WASP-24 b,WASP-24,Transit,1,2.34121,0.03651,15.46842,394.1092,0.622,0.0,1772.0,934.465,6075.0,1.42,1.43,0.0,4.26,322.114,3,1
WASP-21 b,WASP-21,Transit,1,4.322482,0.052,11.99,95.345,0.32,0.0,1333.0,705.0438,5800.0,1.06,1.01,-0.22,4.277,258.426,1,1
LHS 3844 b,LHS 3844,Transit,1,0.46292913,0.00622,1.303,2.25,5.59,,805.0,70.1,3036.0,0.189,0.151,,5.06,14.8846,1,1
TOI-237 b,TOI-237,Transit,1,5.436098,0.0341,1.44,2.67,4.91,0.0,388.0,3.7,3212.0,0.211,0.179,,5.04,38.0749,1,1
K2-237 b,K2-237,Transit,1,2.18053332,0.03552,16.06246934,434.15360396,0.577,0.03,1759.0,1860.0,6180.0,1.236,1.256,0.337,4.353,314.995,1,1
Kepler-284 b,Kepler-284,Transit,1,12.699149,0.104,2.24,5.65,2.76,0.0,686.0,38.366,5615.0,0.814,0.766,-0.26,4.58,1031.95,1,2
Kepler-654 b,Kepler-654,Transit,1,13.72465129,0.11664,2.07,4.94,3.06,0.0,831.0,229.311,5865.0,1.11,1.04,0.04,4.36,974.124,1,1
Kepler-199 c,Kepler-199,Transit,1,67.093408,0.316,3.25,10.6,1.7,0.0,420.0,7.885,5644.0,0.967,0.96,0.0,4.438,521.054,1,2
Kepler-214 b,Kepler-214,Transit,1,15.660544,0.13,2.61,7.32,2.26,0.0,758.0,196.402,6169.0,1.352,1.11,-0.02,4.249,1208.44,1,2
Kepler-87 b,Kepler-87,Transit,1,114.73635,0.481,13.49,324.2,0.729,0.036,478.0,9.203,5600.0,1.82,1.1,-0.17,3.96,1232.9,1,2
Kepler-75 b,Kepler-75,Transit,1,8.8849116,0.0818,11.77,3209.9,11.0,0.57,767.0,106.484,5200.0,0.89,0.91,0.3,4.5,835.356,1,1
